Geographic Area Name,Median income estimate
"Baraboo city, Wisconsin",43257
"Barneveld village, Wisconsin",54167
"Barron city, Wisconsin",33879
"Barronett CDP, Wisconsin",-
"Batavia CDP, Wisconsin",82000
"Bay City village, Wisconsin",38696
"Bayfield city, Wisconsin",36103
"Bayfront CDP, Wisconsin",49288
"Bayside village, Wisconsin",60988
"Bear Creek village, Wisconsin",34135
"Beaver Dam city, Wisconsin",44343
"Belgium village, Wisconsin",35330
"Bell Center village, Wisconsin",40313
"Belleville village, Wisconsin",52069
"Bellevue village, Wisconsin",44424
"Belmont village, Wisconsin",43452
"Beloit city, Wisconsin",34501
"Benton village, Wisconsin",39554
"Berlin city, Wisconsin",31793
"Big Bend village, Wisconsin",60556
"Big Falls village, Wisconsin",-
"Big Foot Prairie CDP, Wisconsin",30417
"Birch Hill CDP, Wisconsin",31667
"Birchwood village, Wisconsin",22063
"Birnamwood village, Wisconsin",31316
"Biron village, Wisconsin",40104
"Black Creek village, Wisconsin",39700
"Black Earth village, Wisconsin",36667
"Black River Falls city, Wisconsin",30492
"Blair city, Wisconsin",39429
"Blanchardville village, Wisconsin",45164
"Bloomer city, Wisconsin",33869
"Bloomfield village, Wisconsin",40439
"Bloomington village, Wisconsin",36702
"Blue Mounds village, Wisconsin",41643
"Blue River village, Wisconsin",39667
"Bluffview CDP, Wisconsin",33269
"Boaz village, Wisconsin",30625
"Bohners Lake CDP, Wisconsin",44444
"Bonduel village, Wisconsin",33242
"Boscobel city, Wisconsin",32850
"Boulder Junction CDP, Wisconsin",35650
"Bowler village, Wisconsin",34438
"Boyceville village, Wisconsin",35527
"Boyd village, Wisconsin",35682
"Brandon village, Wisconsin",48173
"Brice Prairie CDP, Wisconsin",41099
"Briggsville CDP, Wisconsin",36750
"Brillion city, Wisconsin",39754
"Bristol village, Wisconsin",45402
"Brodhead city, Wisconsin",36627
"Brookfield city, Wisconsin",59121
"Brooklyn village, Wisconsin",49145
"Brothertown CDP, Wisconsin",55810
"Brown Deer village, Wisconsin",49366
"Browns Lake CDP, Wisconsin",48889
"Brownsville village, Wisconsin",50577
"Browntown village, Wisconsin",36250
"Bruce village, Wisconsin",28839
"Brule CDP, Wisconsin",41607
"Buffalo City city, Wisconsin",41656
"Burlington city, Wisconsin",40766
"Burnett CDP, Wisconsin",57813
"Butler village, Wisconsin",36607
"Butte des Morts CDP, Wisconsin",63816
"Butternut village, Wisconsin",28333
"Cable CDP, Wisconsin",22500
"Cadott village, Wisconsin",36370
"Caledonia village, Wisconsin",48698
"Cambria village, Wisconsin",36976
"Cambridge village, Wisconsin",52436
"Cameron village, Wisconsin",30494
"Campbellsport village, Wisconsin",41836
"Camp Douglas village, Wisconsin",34545
"Caroline CDP, Wisconsin",34318
"Cascade village, Wisconsin",41111
"Casco village, Wisconsin",40875
"Cashton village, Wisconsin",45735
"Cassville village, Wisconsin",36667
"Cataract CDP, Wisconsin",40714
"Catawba village, Wisconsin",-
"Cazenovia village, Wisconsin",42750
"Cecil village, Wisconsin",47008
"Cedarburg city, Wisconsin",45324
"Cedar Grove village, Wisconsin",49762
"Ceex Haci CDP, Wisconsin",31750
"Centuria village, Wisconsin",28933
"Chain O' Lakes CDP, Wisconsin",48567
"Chaseburg village, Wisconsin",35714
"Chelsea CDP, Wisconsin",17500
"Chenequa village, Wisconsin",-
"Chetek city, Wisconsin",30241
"Chief Lake CDP, Wisconsin",24934
"Chili CDP, Wisconsin",35882
"Chilton city, Wisconsin",47514
"Chippewa Falls city, Wisconsin",34452
"Clam Lake CDP, Wisconsin",28893
"Clarks Mills CDP, Wisconsin",38472
"Clayton village, Wisconsin",28239
"Clear Lake village, Wisconsin",42438
"Cleveland village, Wisconsin",42841
"Clinton village, Wisconsin",40601
"Clintonville city, Wisconsin",30696
"Clyman village, Wisconsin",37330
"Cobb village, Wisconsin",40179
"Cochrane village, Wisconsin",39286
"Colby city, Wisconsin",27454
"Coleman village, Wisconsin",30625
"Colfax village, Wisconsin",41349
"Collins CDP, Wisconsin",44464
"Coloma village, Wisconsin",40125
"Columbus city, Wisconsin",50554
"Combined Locks village, Wisconsin",43923
"Como CDP, Wisconsin",42043
"Conrath village, Wisconsin",29375
"Coon Valley village, Wisconsin",34063
"Cornell city, Wisconsin",33620
"Cornucopia CDP, Wisconsin",34375
"Cottage Grove village, Wisconsin",59613
"Couderay village, Wisconsin",28750
"Crandon city, Wisconsin",30880
"Crivitz village, Wisconsin",29429
"Cross Plains village, Wisconsin",53160
"Cuba City city, Wisconsin",38750
"Cudahy city, Wisconsin",41240
"Cumberland city, Wisconsin",28443
"Curtiss village, Wisconsin",37167
"Dale CDP, Wisconsin",41250
"Dallas village, Wisconsin",29868
"Dalton CDP, Wisconsin",38125
"Danbury CDP, Wisconsin",27083
"Dane village, Wisconsin",46557
"Darien village, Wisconsin",36532
"Darlington city, Wisconsin",37917
"Deerfield village, Wisconsin",53870
"Deer Park village, Wisconsin",40000
"DeForest village, Wisconsin",53897
"Dekorra CDP, Wisconsin",57955
"Delafield city, Wisconsin",55682
"Delavan city, Wisconsin",35603
"Delavan Lake CDP, Wisconsin",42698
"Dellwood CDP, Wisconsin",28750
"Denmark village, Wisconsin",35197
"De Pere city, Wisconsin",38806
"De Soto village, Wisconsin",40659
"Diamond Bluff CDP, Wisconsin",41023
"Diaperville CDP, Wisconsin",-
"Dickeyville village, Wisconsin",37313
"Dodge CDP, Wisconsin",29115
"Dodgeville city, Wisconsin",41506
"Dorchester village, Wisconsin",35625
"Dousman village, Wisconsin",41198
"Downing village, Wisconsin",39306
"Downsville CDP, Wisconsin",55043
"Doylestown village, Wisconsin",45417
"Dresser village, Wisconsin",42466
"Drummond CDP, Wisconsin",35625
"Dunbar CDP, Wisconsin",26192
"Durand city, Wisconsin",36817
"Dyckesville CDP, Wisconsin",48309
"Eagle village, Wisconsin",46959
"Eagle Lake CDP, Wisconsin",48913
"Eagle River city, Wisconsin",33789
"Eastman village, Wisconsin",40179
"Easton CDP, Wisconsin",37188
"East Troy village, Wisconsin",36832
"Eau Claire city, Wisconsin",35635
"Eden village, Wisconsin",46429
"Edgar village, Wisconsin",44167
"Edgerton city, Wisconsin",45619
"Edmund CDP, Wisconsin",41875
"Egg Harbor village, Wisconsin",41250
"Eland village, Wisconsin",43594
"Elcho CDP, Wisconsin",20972
"Elderon village, Wisconsin",31667
"Eleva village, Wisconsin",42589
"Elkhart Lake village, Wisconsin",40978
"Elkhorn city, Wisconsin",40743
"Elk Mound village, Wisconsin",42019
"Ellison Bay CDP, Wisconsin",53199
"Ellsworth village, Wisconsin",41736
"Elm Grove village, Wisconsin",66259
"Elmwood village, Wisconsin",32188
"Elmwood Park village, Wisconsin",49375
"Elroy city, Wisconsin",34044
"Embarrass village, Wisconsin",40114
"Emerald CDP, Wisconsin",22500
"Endeavor village, Wisconsin",33125
"Ephraim village, Wisconsin",42153
"Ettrick village, Wisconsin",43869
"Eureka CDP, Wisconsin",38500
"Evansville city, Wisconsin",49845
"Exeland village, Wisconsin",25938
"Fairchild village, Wisconsin",29412
"Fairwater village, Wisconsin",42875
"Fall Creek village, Wisconsin",39401
"Fall River village, Wisconsin",41902
"Fennimore city, Wisconsin",39609
"Fenwood village, Wisconsin",41429
"Ferryville village, Wisconsin",40208
"Fitchburg city, Wisconsin",52026
"Florence CDP, Wisconsin",18478
"Fond du Lac city, Wisconsin",37770
"Fontana-on-Geneva Lake village, Wisconsin",51157
"Footville village, Wisconsin",36196
"Forest Junction CDP, Wisconsin",38000
"Forestville village, Wisconsin",29962
"Fort Atkinson city, Wisconsin",40893
"Fountain City city, Wisconsin",38021
"Fox Crossing village, Wisconsin",44007
"Fox Lake city, Wisconsin",40343
"Fox Point village, Wisconsin",72923
"Francis Creek village, Wisconsin",29547
"Franklin city, Wisconsin",55635
"Franks Field CDP, Wisconsin",26563
"Frederic village, Wisconsin",31776
"Fredonia village, Wisconsin",42173
"Fremont village, Wisconsin",48833
"French Island CDP, Wisconsin",34512
"Friendship village, Wisconsin",26108
"Friesland village, Wisconsin",43214
"Fulton CDP, Wisconsin",-
"Galesville city, Wisconsin",40488
"Gays Mills village, Wisconsin",29049
"Genoa village, Wisconsin",41667
"Genoa City village, Wisconsin",45503
"Germantown village, Wisconsin",52201
"Gibbsville CDP, Wisconsin",52723
"Gillett city, Wisconsin",27383
"Gilman village, Wisconsin",27500
"Gilmanton CDP, Wisconsin",35000
"Glenbeulah village, Wisconsin",48839
"Glendale city, Wisconsin",50159
"Glen Flora village, Wisconsin",41875
"Glen Haven CDP, Wisconsin",42656
"Glenwood City city, Wisconsin",40644
"Glidden CDP, Wisconsin",34375
"Goodman CDP, Wisconsin",29107
"Gordon CDP, Wisconsin",30250
"Gotham CDP, Wisconsin",31875
"Grafton village, Wisconsin",47959
"Grand Marsh CDP, Wisconsin",28571
"Grand View CDP, Wisconsin",38750
"Granton village, Wisconsin",31000
"Grantsburg village, Wisconsin",27300
"Gratiot village, Wisconsin",29500
"Green Bay city, Wisconsin",36818
"Greenbush CDP, Wisconsin",47917
"Greendale village, Wisconsin",50389
"Greenfield city, Wisconsin",45075
"Green Lake city, Wisconsin",40875
"Greenleaf CDP, Wisconsin",43092
"Green Valley CDP, Wisconsin",35625
"Greenville village, Wisconsin",57727
"Greenwood city, Wisconsin",39464
"Gresham village, Wisconsin",29167
"Hager City CDP, Wisconsin",54135
"Hales Corners village, Wisconsin",51308
"Hammond village, Wisconsin",49652
"Hancock village, Wisconsin",30156
"Hanover CDP, Wisconsin",38929
"Harrison village, Wisconsin",50035
"Harrisville CDP, Wisconsin",28375
"Hartford city, Wisconsin",43817
"Hartland village, Wisconsin",47874
"Hatfield CDP, Wisconsin",57344
"Hatley village, Wisconsin",46429
"Haugen village, Wisconsin",40481
"Hawkins village, Wisconsin",28555
"Hayward city, Wisconsin",28674
"Hazel Green village, Wisconsin",41286
"Hebron CDP, Wisconsin",47358
"Helenville CDP, Wisconsin",48889
"Herbster CDP, Wisconsin",35938
"Hewitt village, Wisconsin",48219
"Highland village, Wisconsin",44444
"Hilbert village, Wisconsin",35000
"Hillsboro city, Wisconsin",36892
"Hingham CDP, Wisconsin",46974
"Hixton village, Wisconsin",36250
"Hobart village, Wisconsin",53083
"Holcombe CDP, Wisconsin",27037
"Hollandale village, Wisconsin",39207
"Holmen village, Wisconsin",43342
"Horicon city, Wisconsin",35326
"Hortonville village, Wisconsin",45117
"Houlton CDP, Wisconsin",-
"Howard village, Wisconsin",48720
"Howards Grove village, Wisconsin",46896
"Hudson city, Wisconsin",51872
"Humbird CDP, Wisconsin",23795
"Hurley city, Wisconsin",29579
"Hustisford village, Wisconsin",38718
"Hustler village, Wisconsin",48438
"Independence city, Wisconsin",37389
"Ingram village, Wisconsin",-
"Iola village, Wisconsin",29301
"Iron Belt CDP, Wisconsin",36875
"Iron Ridge village, Wisconsin",47016
"Iron River CDP, Wisconsin",31410
"Ironton village, Wisconsin",34038
"Ixonia CDP, Wisconsin",56944
"Jackson village, Wisconsin",50068
"Janesville city, Wisconsin",40950
"Jefferson city, Wisconsin",43060
"Jim Falls CDP, Wisconsin",38021
"Johnson Creek village, Wisconsin",40543
"Jolmaville CDP, Wisconsin",-
"Juda CDP, Wisconsin",41964
"Jump River CDP, Wisconsin",15313
"Junction City village, Wisconsin",38333
"Juneau city, Wisconsin",36834
"Kaukauna city, Wisconsin",42897
"Kekoskee village, Wisconsin",48261
"Kellnersville village, Wisconsin",34063
"Kendall village, Wisconsin",40000
"Kennan village, Wisconsin",38571
"Kenosha city, Wisconsin",38433
"Keshena CDP, Wisconsin",25784
"Kewaskum village, Wisconsin",47115
"Kewaunee city, Wisconsin",41109
"Kiel city, Wisconsin",45417
"Kieler CDP, Wisconsin",35208
"Kimberly village, Wisconsin",39936
"King CDP, Wisconsin",37532
"Kingston village, Wisconsin",28661
"Knapp village, Wisconsin",35341
"Knowlton CDP, Wisconsin",49125
"Kohler village, Wisconsin",63750
"Krakow CDP, Wisconsin",57885
"Kronenwetter village, Wisconsin",47686
"Lac du Flambeau CDP, Wisconsin",21932
"Lac La Belle village, Wisconsin",73750
"La Crosse city, Wisconsin",28912
"Ladysmith city, Wisconsin",32025
"La Farge village, Wisconsin",27955
"Lake Arrowhead CDP, Wisconsin",42344
"Lake Camelot CDP, Wisconsin",57969
"Lake Delton village, Wisconsin",31347
"Lake Geneva city, Wisconsin",42783
"Lake Hallie village, Wisconsin",44414
"Lake Ivanhoe CDP, Wisconsin",29375
"Lake Koshkonong CDP, Wisconsin",53000
"Lake Lorraine CDP, Wisconsin",33125
"Lake Mills city, Wisconsin",49724
"Lake Nebagamon village, Wisconsin",46691
"Lake Ripley CDP, Wisconsin",50144
"Lake Sherwood CDP, Wisconsin",51310
"Lake Tomahawk CDP, Wisconsin",33000
"Lake Wazeecha CDP, Wisconsin",46298
"Lake Wisconsin CDP, Wisconsin",61129
"Lake Wissota CDP, Wisconsin",53438
"Lakewood CDP, Wisconsin",34844
"Lancaster city, Wisconsin",38238
"Lannon village, Wisconsin",50378
"Laona CDP, Wisconsin",17760
"Lauderdale Lakes CDP, Wisconsin",44167
"La Valle village, Wisconsin",34464
"Lebanon CDP, Wisconsin",32143
"Legend Lake CDP, Wisconsin",37196
"Lena village, Wisconsin",36000
"Leopolis CDP, Wisconsin",30156
"Lewis CDP, Wisconsin",55833
"Lily Lake CDP, Wisconsin",47159
"Lime Ridge village, Wisconsin",34750
"Linden village, Wisconsin",35057
"Little Chute village, Wisconsin",44031
"Little Round Lake CDP, Wisconsin",30905
"Little Sturgeon CDP, Wisconsin",43750
"Livingston village, Wisconsin",38162
"Lodi city, Wisconsin",52534
"Loganville village, Wisconsin",44792
"Lohrville village, Wisconsin",32692
"Lomira village, Wisconsin",40668
"Lone Rock village, Wisconsin",33672
"Long Lake CDP, Wisconsin",51250
"Lowell village, Wisconsin",40455
"Loyal city, Wisconsin",43063
"Lublin village, Wisconsin",35250
"Luck village, Wisconsin",40246
"Luxemburg village, Wisconsin",41279
"Lyndon Station village, Wisconsin",37518
"Lynxville village, Wisconsin",34205
"Lyons CDP, Wisconsin",43202
"McFarland village, Wisconsin",53821
"Madison city, Wisconsin",44398
"Maiden Rock village, Wisconsin",43125
"Maine village, Wisconsin",53605
"Manawa city, Wisconsin",43605
"Manitowoc city, Wisconsin",35764
"Maple Bluff village, Wisconsin",81912
"Marathon City village, Wisconsin",44744
"Marengo CDP, Wisconsin",30500
"Maribel village, Wisconsin",49615
"Marinette city, Wisconsin",36293
"Marion city, Wisconsin",37241
"Markesan city, Wisconsin",33106
"Marquette village, Wisconsin",34333
"Marshall village, Wisconsin",37022
"Marshfield city, Wisconsin",37432
"Mason village, Wisconsin",34375
"Mattoon village, Wisconsin",33942
"Mauston city, Wisconsin",34876
"Mayville city, Wisconsin",39408
"Mazomanie village, Wisconsin",42500
"Medford city, Wisconsin",35291
"Mellen city, Wisconsin",27500
"Melrose village, Wisconsin",29464
"Melvina village, Wisconsin",50000
"Menasha city, Wisconsin",39186
"Menomonee Falls village, Wisconsin",51818
"Menomonie city, Wisconsin",23632
"Mequon city, Wisconsin",57661
"Mercer CDP, Wisconsin",26042
"Merrill city, Wisconsin",35120
"Merrillan village, Wisconsin",26958
"Merrimac village, Wisconsin",49417
"Merton village, Wisconsin",59623
"Middleton city, Wisconsin",55839
"Middle Village CDP, Wisconsin",17321
"Milladore village, Wisconsin",30714
"Millston CDP, Wisconsin",36250
"Milltown village, Wisconsin",29160
"Milton city, Wisconsin",43509
"Milwaukee city, Wisconsin",32247
"Mindoro CDP, Wisconsin",32813
"Mineral Point city, Wisconsin",42160
"Minocqua CDP, Wisconsin",41263
"Minong village, Wisconsin",23571
"Mishicot village, Wisconsin",40869
"Mission CDP, Wisconsin",29659
"Mole Lake CDP, Wisconsin",24511
"Mondovi city, Wisconsin",31429
"Monona city, Wisconsin",53590
"Monroe city, Wisconsin",39508
"Montello city, Wisconsin",29602
"Montfort village, Wisconsin",36875
"Monticello village, Wisconsin",42586
"Montreal city, Wisconsin",42067
"Mosinee city, Wisconsin",45605
"Mountain CDP, Wisconsin",32222
"Mount Calvary village, Wisconsin",42069
"Mount Hope village, Wisconsin",32188
"Mount Horeb village, Wisconsin",47778
"Mount Pleasant village, Wisconsin",48362
"Mount Sterling village, Wisconsin",32917
"Mukwonago village, Wisconsin",49936
"Muscoda village, Wisconsin",35664
"Muskego city, Wisconsin",54479
"Nashotah village, Wisconsin",66359
"Navarino CDP, Wisconsin",37500
"Necedah village, Wisconsin",37625
"Neenah city, Wisconsin",42605
"Neillsville city, Wisconsin",33783
"Nekoosa city, Wisconsin",28368
"Nelson village, Wisconsin",33906
"Nelsonville village, Wisconsin",45982
"Neopit CDP, Wisconsin",25313
"Neosho village, Wisconsin",52143
"Neshkoro village, Wisconsin",29158
"Newald CDP, Wisconsin",25938
"New Auburn village, Wisconsin",33229
"New Berlin city, Wisconsin",52509
"Newburg village, Wisconsin",45417
"New Glarus village, Wisconsin",48816
"New Holstein city, Wisconsin",36628
"New Lisbon city, Wisconsin",30372
"New London city, Wisconsin",35303
"New Munster CDP, Wisconsin",67344
"New Odanah CDP, Wisconsin",26806
"New Post CDP, Wisconsin",36250
"New Richmond city, Wisconsin",50832
"Niagara city, Wisconsin",38520
"Nichols village, Wisconsin",38750
"North Bay village, Wisconsin",62917
"North Fond du Lac village, Wisconsin",35913
"North Freedom village, Wisconsin",35236
"North Hudson village, Wisconsin",50578
"North Lake CDP, Wisconsin",41417
"Northport CDP, Wisconsin",48661
"North Prairie village, Wisconsin",59214
"Norwalk village, Wisconsin",35682
"Oak Creek city, Wisconsin",51130
"Oakdale village, Wisconsin",37500
"Oakfield village, Wisconsin",48932
"Oconomowoc city, Wisconsin",51081
"Oconomowoc Lake village, Wisconsin",46042
"Oconto city, Wisconsin",34991
"Oconto Falls city, Wisconsin",32183
"Odanah CDP, Wisconsin",15417
"Ogdensburg village, Wisconsin",25962
"Ogema CDP, Wisconsin",28095
"Okauchee Lake CDP, Wisconsin",55431
"Oliver village, Wisconsin",44671
"Omro city, Wisconsin",35496
"Onalaska city, Wisconsin",46107
"Ontario village, Wisconsin",37500
"Oostburg village, Wisconsin",42882
"Oregon village, Wisconsin",57396
"Orfordville village, Wisconsin",39205
"Osceola village, Wisconsin",36729
"Oshkosh city, Wisconsin",34927
"Osseo city, Wisconsin",39583
"Owen city, Wisconsin",36801
"Oxford village, Wisconsin",27875
"Paac Ciinak CDP, Wisconsin",-
"Packwaukee CDP, Wisconsin",27727
"Paddock Lake village, Wisconsin",52407
"Palmyra village, Wisconsin",36574
"Pardeeville village, Wisconsin",44180
"Park Falls city, Wisconsin",32278
"Park Ridge village, Wisconsin",54038
"Patch Grove village, Wisconsin",26250
"Pella CDP, Wisconsin",45000
"Pembine CDP, Wisconsin",28568
"Pence CDP, Wisconsin",33500
"Pepin village, Wisconsin",36250
"Peshtigo city, Wisconsin",40276
"Pewaukee city, Wisconsin",59832
"Pewaukee village, Wisconsin",48806
"Phillips city, Wisconsin",28866
"Pigeon Falls village, Wisconsin",35625
"Pine River CDP, Wisconsin",20096
"Pittsville city, Wisconsin",36759
"Plain village, Wisconsin",46528
"Plainfield village, Wisconsin",28345
"Platteville city, Wisconsin",19431
"Pleasant Prairie village, Wisconsin",48100
"Plover village, Wisconsin",46190
"Plum City village, Wisconsin",36940
"Plymouth city, Wisconsin",40554
"Polonia CDP, Wisconsin",58618
"Poplar village, Wisconsin",49167
"Portage city, Wisconsin",35708
"Port Edwards village, Wisconsin",33516
"Port Washington city, Wisconsin",45135
"Port Wing CDP, Wisconsin",41250
"Post Lake CDP, Wisconsin",33750
"Potosi village, Wisconsin",41923
"Potter village, Wisconsin",46429
"Potter Lake CDP, Wisconsin",54474
"Pound village, Wisconsin",39821
"Powers Lake CDP, Wisconsin",56845
"Poynette village, Wisconsin",44795
"Poy Sippi CDP, Wisconsin",29265
"Prairie du Chien city, Wisconsin",33050
"Prairie du Sac village, Wisconsin",46355
"Prairie Farm village, Wisconsin",28587
"Prentice village, Wisconsin",30625
"Prescott city, Wisconsin",46818
"Princeton city, Wisconsin",36014
"Pulaski village, Wisconsin",39739
"Pulcifer CDP, Wisconsin",31786
"Racine city, Wisconsin",34600
"Radisson village, Wisconsin",28636
"Randolph village, Wisconsin",32361
"Random Lake village, Wisconsin",42125
"Raymond village, Wisconsin",51383
"Readstown village, Wisconsin",20764
"Redgranite village, Wisconsin",31159
"Reedsburg city, Wisconsin",37307
"Reedsville village, Wisconsin",42364
"Reeseville village, Wisconsin",36346
"Reserve CDP, Wisconsin",25391
"Rewey village, Wisconsin",36250
"Rhinelander city, Wisconsin",30501
"Rib Lake village, Wisconsin",32218
"Rib Mountain CDP, Wisconsin",41549
"Rice Lake city, Wisconsin",33899
"Richfield village, Wisconsin",63995
"Richland Center city, Wisconsin",32236
"Ridgeland village, Wisconsin",28242
"Ridgeway village, Wisconsin",40625
"Rio village, Wisconsin",42993
"Ripon city, Wisconsin",32508
"River Falls city, Wisconsin",27441
"River Hills village, Wisconsin",80750
"Roberts village, Wisconsin",47917
"Rochester village, Wisconsin",47706
"Rockdale village, Wisconsin",51667
"Rock Falls CDP, Wisconsin",42500
"Rockland village, Wisconsin",41813
"Rock Springs village, Wisconsin",32500
"Rome CDP, Wisconsin",46172
"Rosendale village, Wisconsin",41964
"Rosholt village, Wisconsin",35208
"Rothschild village, Wisconsin",41723
"Rubicon CDP, Wisconsin",36667
"Rudolph village, Wisconsin",42206
"St. Cloud village, Wisconsin",47159
"St. Croix Falls city, Wisconsin",40792
"St. Francis city, Wisconsin",47807
"St. Joseph CDP, Wisconsin",45152
"St. Nazianz village, Wisconsin",37230
"St. Peter CDP, Wisconsin",61838
"Salem Lakes village, Wisconsin",48369
"Sand Pillow CDP, Wisconsin",27857
"Sandy Hook CDP, Wisconsin",31369
"Sauk City village, Wisconsin",47831
"Saukville village, Wisconsin",44604
"Saxon CDP, Wisconsin",23542
"Sayner CDP, Wisconsin",37639
"Scandinavia village, Wisconsin",34107
"Schofield city, Wisconsin",42330
"Seneca CDP, Wisconsin",28527
"Sextonville CDP, Wisconsin",42321
"Seymour CDP, Wisconsin",36898
"Seymour city, Wisconsin",50267
"Sharon village, Wisconsin",34388
"Shawano city, Wisconsin",31835
"Sheboygan city, Wisconsin",37746
"Sheboygan Falls city, Wisconsin",39014
"Sheldon village, Wisconsin",28472
"Shell Lake city, Wisconsin",33112
"Sherwood village, Wisconsin",59194
"Shiocton village, Wisconsin",36287
"Shopiere CDP, Wisconsin",46250
"Shorewood village, Wisconsin",57105
"Shorewood Hills village, Wisconsin",83089
"Shullsburg city, Wisconsin",29583
"Siren village, Wisconsin",25493
"Sister Bay village, Wisconsin",36012
"Slinger village, Wisconsin",51273
"Sobieski CDP, Wisconsin",-
"Soldiers Grove village, Wisconsin",27292
"Solon Springs village, Wisconsin",35772
"Somers village, Wisconsin",41914
"Somerset village, Wisconsin",45925
"South Milwaukee city, Wisconsin",41008
"South Wayne village, Wisconsin",46000
"Sparta city, Wisconsin",36330
"Spencer village, Wisconsin",43721
"Spooner city, Wisconsin",26556
"Springbrook CDP, Wisconsin",32734
"Springfield CDP, Wisconsin",22708
"Spring Green village, Wisconsin",42169
"Spring Valley village, Wisconsin",47847
"Stanley city, Wisconsin",25568
"Star Prairie village, Wisconsin",41875
"Stetsonville village, Wisconsin",30750
"Steuben village, Wisconsin",28750
"Stevens Point city, Wisconsin",28629
"Stockbridge village, Wisconsin",43468
"Stockholm village, Wisconsin",57589
"Stoddard village, Wisconsin",35045
"Stone Lake CDP, Wisconsin",27188
"Stoughton city, Wisconsin",49216
"Stratford village, Wisconsin",38988
"Strum village, Wisconsin",41944
"Sturgeon Bay city, Wisconsin",42653
"Sturtevant village, Wisconsin",40921
"Suamico village, Wisconsin",56686
"Sullivan village, Wisconsin",40268
"Summit village, Wisconsin",55292
"Summit Lake CDP, Wisconsin",22159
"Sun Prairie city, Wisconsin",51130
"Superior city, Wisconsin",37094
"Superior village, Wisconsin",41932
"Suring village, Wisconsin",25568
"Sussex village, Wisconsin",54338
"Tainter Lake CDP, Wisconsin",46739
"Taycheedah CDP, Wisconsin",80433
"Taylor village, Wisconsin",33036
"Tennyson village, Wisconsin",47727
"Theresa village, Wisconsin",45118
"Thiensville village, Wisconsin",53188
"Thornton CDP, Wisconsin",52125
"Thorp city, Wisconsin",32042
"Three Lakes CDP, Wisconsin",30481
"Tichigan CDP, Wisconsin",58426
"Tigerton village, Wisconsin",33819
"Tilleda CDP, Wisconsin",42708
"Tomah city, Wisconsin",35607
"Tomahawk city, Wisconsin",34395
"Tony village, Wisconsin",46000
"Townsend CDP, Wisconsin",26500
"Trego CDP, Wisconsin",35568
"Trempealeau village, Wisconsin",39063
"Tunnel City CDP, Wisconsin",51250
"Turtle Lake village, Wisconsin",33836
"Turtle Lake CDP, Wisconsin",48750
"Tustin CDP, Wisconsin",35446
"Twin Lakes village, Wisconsin",48307
"Two Rivers city, Wisconsin",34454
"Union Center village, Wisconsin",45000
"Union Grove village, Wisconsin",47230
"Unity village, Wisconsin",37708
"Valders village, Wisconsin",47545
"Van Dyne CDP, Wisconsin",51938
"Vernon village, Wisconsin",56307
"Verona city, Wisconsin",62103
"Vesper village, Wisconsin",47083
"Viola village, Wisconsin",38359
"Viroqua city, Wisconsin",41617
"Wabeno CDP, Wisconsin",27708
"Waldo village, Wisconsin",36420
"Wales village, Wisconsin",55208
"Walworth village, Wisconsin",31520
"Warrens village, Wisconsin",47153
"Washburn city, Wisconsin",30461
"Waterford village, Wisconsin",43517
"Waterloo city, Wisconsin",43849
"Watertown city, Wisconsin",34803
"Waubeka CDP, Wisconsin",33542
"Waukau CDP, Wisconsin",29342
"Waukesha city, Wisconsin",44487
"Waukesha village, Wisconsin",59515
"Waumandee CDP, Wisconsin",53125
"Waunakee village, Wisconsin",59597
"Waupaca city, Wisconsin",34949
"Waupun city, Wisconsin",41038
"Wausau city, Wisconsin",36034
"Wausaukee village, Wisconsin",23958
"Wautoma city, Wisconsin",24832
"Wauwatosa city, Wisconsin",55622
"Wauzeka village, Wisconsin",34792
"Webster village, Wisconsin",24265
"West Allis city, Wisconsin",42267
"West Baraboo village, Wisconsin",35926
"West Bend city, Wisconsin",43704
"Westboro CDP, Wisconsin",33750
"Westby city, Wisconsin",40897
"Westfield village, Wisconsin",32391
"West Milwaukee village, Wisconsin",37517
"Weston village, Wisconsin",41672
"West Salem village, Wisconsin",44080
"Weyauwega city, Wisconsin",41378
"Weyerhaeuser village, Wisconsin",31484
"Wheeler village, Wisconsin",33846
"Whitefish Bay village, Wisconsin",73988
"Whitehall city, Wisconsin",37463
"White Lake village, Wisconsin",26250
"Whitelaw village, Wisconsin",29964
"Whitewater city, Wisconsin",16250
"Whiting village, Wisconsin",45081
"Whittlesey CDP, Wisconsin",31250
"Wild Rose village, Wisconsin",31979
"Williams Bay village, Wisconsin",44736
"Wilson village, Wisconsin",41528
"Wilton village, Wisconsin",37614
"Winchester CDP, Wisconsin",49931
"Wind Lake CDP, Wisconsin",48438
"Wind Point village, Wisconsin",72455
"Windsor village, Wisconsin",56761
"Winneconne village, Wisconsin",49273
"Winter village, Wisconsin",38194
"Wiota CDP, Wisconsin",51563
"Wisconsin Dells city, Wisconsin",37367
"Wisconsin Rapids city, Wisconsin",33976
"Withee village, Wisconsin",42791
"Wittenberg village, Wisconsin",28177
"Wonewoc village, Wisconsin",41923
"Woodford CDP, Wisconsin",33500
"Woodman village, Wisconsin",24417
"Woodruff CDP, Wisconsin",45160
"Woodville village, Wisconsin",42353
"Wrightstown village, Wisconsin",55357
"Wyeville village, Wisconsin",29821
"Wyocena village, Wisconsin",39028
